"","degree","degree_spouse","count","weighted","percent","odds"
"523","Criminal Justice","Finance",335,31795,1.71344902549776,0.911457819208818
"524","Criminal Justice","Fine Arts",334,31882,1.71813750057932,0.759344039809358
"525","Criminal Justice","Foreign Languages",112,10376,0.559168016624147,0.584551782124425
"526","Criminal Justice","General Science",106,11219,0.60459772344895,0.600051822926386
"527","Criminal Justice","History",324,30974,1.66920491007289,0.688090417807474
"530","Criminal Justice","Journalism",151,13485,0.726713637642311,0.811959444941536
"531","Criminal Justice","Law",47,4668,0.251560938859052,2.0291484412254
"532","Criminal Justice","Liberal Arts",278,27647,1.48991115609173,1.08801609445163
"535","Criminal Justice","Marketing",461,43905,2.3660632006441,1.14413095849569
"536","Criminal Justice","Math and Stats",153,15072,0.812237889992207,0.46411216399395
"538","Criminal Justice","Medical Sciences",754,69698,3.75606133603217,1.10904326078422
"540","Criminal Justice","Music",80,7493,0.403801652714411,0.517116256739549
"541","Criminal Justice","Nursing",1104,110034,5.92978927729582,1.71837508858273
"542","Criminal Justice","Performing Arts",56,5085,0.274033284939648,0.676693945390333
"543","Criminal Justice","Philosophy and Religious Studies",146,13709,0.738785113714382,0.537110925873034
"544","Criminal Justice","Physical Education",206,19229,1.03626077406185,1.43394931299399
"545","Criminal Justice","Physics and Astronomy",36,3120,0.168138416718132,0.230898754217107
"546","Criminal Justice","Policy Studies",475,45886,2.47282031715648,2.29253345986702
"547","Criminal Justice","Political Science",447,42557,2.29341878213896,0.919494270559811
"548","Criminal Justice","Psychology",1169,117343,6.32367507466531,1.45938013212385
"549","Criminal Justice","Social Science",644,60936,3.28387261574875,1.12652402705164
"550","Criminal Justice","Transportation",45,3809,0.205268983743386,0.926649411835602
"551","Economics","Accounting",1440,131194,3.63468020277567,0.973862133653034
"552","Economics","Agriculture",196,16136,0.447041783557085,0.404583317586285
"553","Economics","Architecture",248,22714,0.629282788281831,0.806668041332024
"554","Economics","Art History",245,22224,0.615707523411791,2.48510691134492
"555","Economics","Biology",1794,166502,4.61287500283972,0.858772505764644
"556","Economics","Business",3625,346118,9.58906842099722,0.840672828254993
"557","Economics","Chemistry",433,40526,1.12275751861889,0.744935270482786
"558","Economics","Communications",1114,106074,2.93874009351972,1.09176155383318
"559","Economics","Computer Science",840,83782,2.32114865579944,0.792665413810962
"560","Economics","Construction",45,4673,0.129463699464691,0.829570798986023
"562","Economics","Criminal Justice",223,23219,0.643273622484628,0.533150732251007
"563","Economics","Economics",2928,269919,7.47800391521721,3.18192803973843
"564","Economics","Education",4535,392093,10.8627884258954,0.780394737163473
"565","Economics","Engineering",2744,254662,7.05531449455964,0.72860279607126
"566","Economics","English",2115,184152,5.10186158438302,1.48847442033853
"567","Economics","Environmental Science",283,26078,0.722481137307986,0.668144438352496
"568","Economics","Ethnic and Cultural Studies",338,31383,0.869454157992811,2.01636620589782
"569","Economics","Family Studies",471,42110,1.16664164015796,1.28214305960177
"570","Economics","Finance",821,77428,2.14511348644385,1.14107861800175
"571","Economics","Fine Arts",925,86612,2.39955273657947,1.06050053532176
"572","Economics","Foreign Languages",683,58822,1.62964128609289,1.70361957546396
"573","Economics","General Science",218,24096,0.667570576139782,0.662551239381263
"574","Economics","History",1265,107018,2.96489325686119,1.22220725622344
"576","Economics","Journalism",437,39218,1.08651987280254,1.21397229406176
"577","Economics","Law",53,5637,0.156170955249832,1.25971143057054
"578","Economics","Liberal Arts",460,44551,1.23426862290851,0.90133205062767
"580","Economics","Linguistics",157,14905,0.412937393648882,1.96200517368003
"581","Economics","Marketing",867,81496,2.25781588948737,1.09178715198493
"582","Economics","Math and Stats",823,74718,2.07003396032587,1.18281596965748
"583","Economics","Medical Sciences",1039,96219,2.66571104189881,0.787098191362806
"585","Economics","Music",248,24210,0.67072890306873,0.858948384949928
"586","Economics","Nursing",1332,122604,3.39669749821721,0.984318246106852
"587","Economics","Performing Arts",151,13667,0.378639071385392,0.93500602466213
"588","Economics","Philosophy and Religious Studies",354,30613,0.848121598911319,0.616600656711836
"589","Economics","Physical Education",177,16226,0.449535199553623,0.622054377426746
"590","Economics","Physics and Astronomy",247,22008,0.6097233250201,0.837312299790786
"591","Economics","Policy Studies",384,34365,0.952069341344771,0.882656532364738
"592","Economics","Political Science",1538,139776,3.87244127035666,1.55256728603927
"593","Economics","Psychology",2046,184902,5.12264005102083,1.18220481603228
"594","Economics","Social Science",1543,137811,3.81800168776558,1.30975558078257
"595","Economics","Transportation",36,3294,0.0912590254732919,0.41197222412633
"596","Education","Accounting",8419,742048,3.50391627031768,0.938825732086733
"597","Education","Agriculture",4926,367121,1.73352835001954,1.56888351238904
"598","Education","Architecture",1571,133251,0.629205047296268,0.806568310696424
"599","Education","Art History",169,14773,0.0697574214355447,0.281553573018991
"600","Education","Biology",9233,801224,3.78334260016739,0.704339690166572
"601","Education","Business",28876,2598093,12.2680747532484,1.07554072034219
"602","Education","Chemistry",3159,276186,1.3041374938467,0.865277868286495
"603","Education","Communications",4217,386472,1.82490287531563,0.677963662955832
"604","Education","Computer Science",4002,380622,1.79727944639815,0.613765381829754
"605","Education","Construction",496,41923,0.19795846333462,1.2684682348108
"607","Education","Criminal Justice",3122,293389,1.38536926267874,1.14820582841865
"608","Education","Economics",4535,387590,1.83018201950875,0.778751579114501
"609","Education","Education",67866,5611001,26.4948867144292,1.90342193098874
"610","Education","Engineering",23830,2101151,9.9215376569902,1.02459795951353
"611","Education","English",5377,455761,2.15208232254013,0.627872531140786
"612","Education","Environmental Science",2950,245971,1.16146366397633,1.07411212825726
"613","Education","Ethnic and Cultural Studies",531,46703,0.220529401834715,0.511433528720572
"614","Education","Family Studies",1260,102094,0.482083137077134,0.529810773841767
"615","Education","Finance",3701,347247,1.63968424295868,0.872219017217082
"616","Education","Fine Arts",3063,273224,1.2901510671025,0.57019195914652
"617","Education","Foreign Languages",1275,111169,0.524934866551687,0.548764649075603
"618","Education","General Science",2156,198084,0.935343469006867,0.928310796149813
"619","Education","History",6463,542106,2.55979941140848,1.05521680285714
"621","Education","Interdisciplinary",115,11176,0.0527725541165402,0.76105358203873
"622","Education","Journalism",1414,127685,0.602922653218543,0.673647473825524
"623","Education","Law",235,21944,0.103618551139348,0.835811609323858
"624","Education","Liberal Arts",2422,215840,1.0191864782135,0.744266450304603
"625","Education","Library Science",190,15524,0.0733036086350367,0.959805567155083
"626","Education","Linguistics",210,18845,0.0889852167435755,0.422798860120337
"627","Education","Marketing",3904,359316,1.69667350169459,0.820441911257105
"628","Education","Math and Stats",4299,361520,1.70708068756367,0.975424881088357
"630","Education","Medical Sciences",5821,511357,2.41460405828307,0.712954420511975
"632","Education","Music",1828,155898,0.736143131859376,0.942719072992134
"633","Education","Nursing",4085,362743,1.71285563689121,0.496363206301179
"634","Education","Performing Arts",484,44519,0.210216655038856,0.519106138231872
"635","Education","Philosophy and Religious Studies",4428,386256,1.82388293332483,1.32599789412928
"636","Education","Physical Education",1904,173079,0.817271017710868,1.13091700737547
"637","Education","Physics and Astronomy",1458,123501,0.583165999100468,0.800842061669275
"638","Education","Policy Studies",1988,177001,0.835790519969732,0.774855301513651
"639","Education","Political Science",5023,443156,2.09256209664186,0.838965217341959
"640","Education","Psychology",7330,641298,3.02817943896108,0.698844306374801
"641","Education","Social Science",5731,491788,2.32220014708886,0.79662462452699
"642","Education","Transportation",624,58057,0.274142463702932,1.23756624908847
"643","Engineering","Accounting",5833,563391,3.77359286743386,1.01108194683388
"644","Engineering","Agriculture",1035,94884,0.635533023483858,0.575172276005431
"645","Engineering","Architecture",1066,101133,0.67738882492299,0.868334390382591
"646","Engineering","Art History",425,37033,0.24804703067617,1.00116258781706
"647","Engineering","Biology",7961,742701,4.97461123134021,0.926116392417822
"648","Engineering","Business",13793,1348004,9.02893067101233,0.791565662052786
"649","Engineering","Chemistry",2319,213692,1.43130899682046,0.949654829499719
"650","Engineering","Communications",3302,316394,2.11920698360263,0.787299566213459
"651","Engineering","Computer Science",5445,559879,3.75006949174907,1.28063730320831
"652","Engineering","Construction",104,9589,0.0642271211393566,0.411551216711489
"654","Engineering","Criminal Justice",763,74442,0.498612509318592,0.413254359396227
"655","Engineering","Economics",2744,257132,1.72227011292158,0.732834484308955
"656","Engineering","Education",23830,2121795,14.2117827195621,1.02098984862315
"657","Engineering","Engineering",27026,2639923,17.6822040170585,1.82604209546042
"658","Engineering","English",5154,460224,3.08258031069342,0.899346450109227
"659","Engineering","Environmental Science",1132,100052,0.670148287020013,0.619747505528352
"660","Engineering","Ethnic and Cultural Studies",612,52264,0.350064267309139,0.811840145704369
"661","Engineering","Family Studies",2442,213445,1.42965459084263,1.57119513601857
"662","Engineering","Finance",1993,193850,1.29840728260134,0.690678982955118
"663","Engineering","Fine Arts",3429,327378,2.19277781461678,0.969114765475814
"664","Engineering","Foreign Languages",1758,160159,1.07274496762522,1.12144293220475
"665","Engineering","General Science",1154,121582,0.814356225087627,0.808233181041549
"666","Engineering","History",2188,190532,1.27618331889914,0.5260763619021
"667","Engineering","Interdisciplinary",105,9905,0.0663436891109946,0.956768299431562
"668","Engineering","Journalism",1189,109567,0.733879756166011,0.819966263273187
"669","Engineering","Law",148,13790,0.0923654187623034,0.745040854982349
"670","Engineering","Liberal Arts",2029,194075,1.29991433258115,0.949269690204985
"671","Engineering","Library Science",226,20172,0.135112054189498,1.76909903577756
"672","Engineering","Linguistics",476,44403,0.297411290014689,1.41310162099849
"673","Engineering","Marketing",2557,250281,1.67638211553648,0.810629532884342
"674","Engineering","Math and Stats",3104,282634,1.89308250663269,1.08170629288557
"676","Engineering","Medical Sciences",6637,617206,4.13404573260379,1.2206499990474
"678","Engineering","Music",1048,99083,0.663657925106984,0.84989312576849
"679","Engineering","Nursing",8503,790277,5.29327527507011,1.53392167866644
"680","Engineering","Performing Arts",414,36793,0.246439510697711,0.608554206934052
"681","Engineering","Philosophy and Religious Studies",800,72806,0.487654581465429,0.354534239675711
"682","Engineering","Physical Education",688,63926,0.428176342262437,0.592498522307903
"683","Engineering","Physics and Astronomy",1073,102049,0.683524192840776,0.938660569252737
"684","Engineering","Policy Studies",1652,155704,1.04290537802507,0.966869650020064
"685","Engineering","Political Science",2232,199974,1.33942583405169,0.537012439872019
"686","Engineering","Psychology",6534,605924,4.05847889761638,0.936617333946142
"687","Engineering","Social Science",3803,341051,2.28435956738958,0.78364371168912
"688","Engineering","Transportation",140,13984,0.0936648307448913,0.422832768850541
"689","English","Accounting",1460,130273,2.48889889155131,0.666865993866559
"690","English","Agriculture",472,36834,0.703722964631206,0.636885825893179
"691","English","Architecture",509,45915,0.877217785769718,1.12449214335365
"692","English","Art History",320,28084,0.536551982915317,2.16562098641959
"693","English","Biology",2941,254427,4.86089272743182,0.904945670945737
"694","English","Business",5020,454794,8.68895536668525,0.761759993195414
"695","English","Chemistry",948,79934,1.52715945742604,1.01325005275867
"696","English","Communications",1607,147489,2.81781496254797,1.04683710801719
"697","English","Computer Science",1288,127191,2.43001649547721,0.829843167417196
"698","English","Construction",58,5390,0.102977324736988,0.659852615354137
"700","English","Criminal Justice",459,42601,0.813902970523266,0.674569857104801
"701","English","Economics",2115,183659,3.50885203782382,1.49303404572828
"702","English","Education",5377,454011,8.67399595197856,0.623149377699193
"703","English","Engineering",5154,457790,8.74619471082477,0.903220201394931
"704","English","English",6072,519301,9.92137805440489,2.89457405306327
"705","English","Environmental Science",728,59842,1.14329667289625,1.05731143961426
"706","English","Ethnic and Cultural Studies",467,40209,0.768203200435906,1.78155326840973
"707","English","Family Studies",334,28251,0.539742560509209,0.59317873740309
"708","English","Finance",775,72188,1.37917015178361,0.733640324584056
"709","English","Fine Arts",1787,157835,3.01547793132884,1.33271323169399
"710","English","Foreign Languages",1034,88815,1.6968332275539,1.7738617984533
"711","English","General Science",380,37469,0.715854801590016,0.710472397911211
"712","English","History",3123,257733,4.92405470063785,2.02982561294567
"714","English","Interdisciplinary",36,3051,0.0582901331674488,0.840624761054815
"715","English","Journalism",696,61613,1.17713207959555,1.31521337338798
"716","English","Law",69,5892,0.112568162773716,0.908001154239585
"717","English","Liberal Arts",745,66584,1.27210430246523,0.928961277429524
"718","English","Library Science",47,4472,0.0854387005981091,1.11869715434878
"719","English","Linguistics",186,15262,0.291584402622617,1.38541604941666
"720","English","Marketing",804,73009,1.39485556618232,0.674495113715681
"721","English","Math and Stats",1396,117857,2.25168804481023,1.28661293731702
"723","English","Medical Sciences",1150,99861,1.90786987487204,0.563332269085192
"725","English","Music",552,45789,0.874810523633009,1.12029922389245
"726","English","Nursing",932,84614,1.61657205107522,0.468461365775471
"727","English","Performing Arts",469,42824,0.81816344240014,2.02036109888824
"728","English","Philosophy and Religious Studies",1332,111832,2.13657888311443,1.55333387867579
"729","English","Physical Education",246,21881,0.418042085820041,0.578475096619062
"730","English","Physics and Astronomy",704,61586,1.17661623770911,1.61580679126193
"731","English","Policy Studies",471,41034,0.783965035854832,0.72680825691504
"732","English","Political Science",2529,219800,4.19933506070313,1.68362801243963
"733","English","Psychology",2719,238883,4.56392064288419,1.05326343178339
"734","English","Social Science",2259,193004,3.68739064629639,1.26494981950702
"735","English","Transportation",124,11602,0.221659169127742,1.00063997636248
"736","Environmental Science","Accounting",415,36454,2.1984635963521,0.589047960700635
"737","Environmental Science","Agriculture",331,26167,1.57807639561489,1.42819580514237
"738","Environmental Science","Architecture",135,11871,0.715914888689739,0.917720411464307
"739","Environmental Science","Art History",67,5059,0.30509758418679,1.23142913541698
"740","Environmental Science","Biology",1488,122333,7.37764434993529,1.37348569482578
"741","Environmental Science","Business",1296,118100,7.12236107777425,0.624416821918779
"742","Environmental Science","Chemistry",244,20099,1.21212815666541,0.804231098366485
"743","Environmental Science","Communications",405,36810,2.21993320298789,0.824719948510431
"744","Environmental Science","Computer Science",320,29291,1.76647822463239,0.603246932815584
"747","Environmental Science","Criminal Justice",154,13801,0.832309104439987,0.68982499223375
"748","Environmental Science","Economics",283,25700,1.54991261387636,0.659495720228968
"749","Environmental Science","Education",2950,249944,15.0735937106114,1.08290322340393
"750","Environmental Science","Engineering",1132,98665,5.95027735595763,0.614485543747381
"751","Environmental Science","English",728,60352,3.63970140360569,1.06188717691317
"752","Environmental Science","Environmental Science",2190,179641,10.8337685552282,10.0189792811052
"753","Environmental Science","Ethnic and Cultural Studies",113,9808,0.591499724392971,1.37175713899444
"754","Environmental Science","Family Studies",312,27325,1.64791292506504,1.81106133310607
"755","Environmental Science","Finance",168,14226,0.857939955058565,0.45637548675917
"756","Environmental Science","Fine Arts",447,37820,2.2808441656344,1.0080361979858
"757","Environmental Science","Foreign Languages",189,16075,0.969449232220331,1.0134579545666
"758","Environmental Science","General Science",110,10536,0.6354038638055,0.630626395848901
"759","Environmental Science","History",398,34132,2.05842869014895,0.848538837732346
"761","Environmental Science","Journalism",179,15800,0.952864564173016,1.06463868533689
"763","Environmental Science","Liberal Arts",222,18861,1.13746699651059,0.830641832235358
"765","Environmental Science","Linguistics",54,5132,0.309500059704805,1.47053959620632
"766","Environmental Science","Marketing",260,22840,1.37743206618428,0.666069582434042
"767","Environmental Science","Math and Stats",308,25359,1.52934762549769,0.873868370067218
"769","Environmental Science","Medical Sciences",697,63540,3.83196293718693,1.13145466506654
"770","Environmental Science","Music",121,8664,0.52250750531614,0.669133197107243
"771","Environmental Science","Nursing",802,70905,4.27613050143593,1.23916668635534
"772","Environmental Science","Performing Arts",74,6206,0.374270726915047,0.924218759643452
"773","Environmental Science","Philosophy and Religious Studies",131,11628,0.701260072924293,0.50982953173909
"774","Environmental Science","Physical Education",153,13733,0.828208168341015,1.14605160225657
"775","Environmental Science","Physics and Astronomy",156,13329,0.803843783282413,1.10389138950499
"776","Environmental Science","Policy Studies",226,19000,1.14584979235996,1.06230921174555
"777","Environmental Science","Political Science",356,29987,1.80845251176305,0.725058165157218
"778","Environmental Science","Psychology",839,73925,4.45826031053736,1.02887894584122
"779","Environmental Science","Social Science",767,64567,3.89389913385817,1.33579184773965
"780","Environmental Science","Transportation",31,2156,0.130023797490951,0.586968698608313
"781","Ethnic and Cultural Studies","Accounting",167,14553,2.22609052125669,0.596450232473235
"782","Ethnic and Cultural Studies","Agriculture",46,4199,0.642297402511981,0.581294216713169
"783","Ethnic and Cultural Studies","Architecture",74,5646,0.863636850341187,1.10708299439467
"784","Ethnic and Cultural Studies","Art History",50,3791,0.579887938300291,2.34053252249695
"785","Ethnic and Cultural Studies","Biology",390,33856,5.17876181458576,0.964122899384596
"786","Ethnic and Cultural Studies","Business",558,52850,8.08416711663686,0.708738277377497
"787","Ethnic and Cultural Studies","Chemistry",91,7635,1.16788298837318,0.774875118678511
"788","Ethnic and Cultural Studies","Communications",187,16691,2.5531283508758,0.94850411823264
"789","Ethnic and Cultural Studies","Computer Science",188,17233,2.63603504107858,0.900198037306169
"792","Ethnic and Cultural Studies","Criminal Justice",49,5544,0.848034484288264,0.702858339980245
"793","Ethnic and Cultural Studies","Economics",338,30181,4.61661774356135,1.96439400981347
"794","Ethnic and Cultural Studies","Education",531,46236,7.07246075316598,0.508093348319715
"795","Ethnic and Cultural Studies","Engineering",612,51798,7.92324859616947,0.818234507403755
"796","Ethnic and Cultural Studies","English",467,40279,6.16125198280069,1.7975527364832
"797","Ethnic and Cultural Studies","Environmental Science",113,9291,1.42119199017357,1.31430639587812
"798","Ethnic and Cultural Studies","Ethnic and Cultural Studies",312,26625,4.07267643293201,9.44501303688119
"799","Ethnic and Cultural Studies","Family Studies",46,4018,0.614610850986697,0.675459223815531
"800","Ethnic and Cultural Studies","Finance",112,10478,1.60276070100513,0.852578072515111
"801","Ethnic and Cultural Studies","Fine Arts",224,19799,3.02854162237073,1.33848696496574
"802","Ethnic and Cultural Studies","Foreign Languages",156,13621,2.08352772555744,2.17811106055092
"803","Ethnic and Cultural Studies","General Science",32,3391,0.518702189073143,0.514802157973685
"804","Ethnic and Cultural Studies","History",366,30842,4.71772719415921,1.94477175813133
"807","Ethnic and Cultural Studies","Journalism",86,8979,1.37346710577639,1.53457910099043
"809","Ethnic and Cultural Studies","Liberal Arts",81,7222,1.10470870229615,0.806720113943429
"812","Ethnic and Cultural Studies","Marketing",82,7641,1.16880077461159,0.565184193498112
"813","Ethnic and Cultural Studies","Math and Stats",124,10486,1.60398441598967,0.91651532790045
"815","Ethnic and Cultural Studies","Medical Sciences",124,11301,1.72865038003998,0.5104144029489
"817","Ethnic and Cultural Studies","Music",84,7977,1.22019680396239,1.5626078471805
"818","Ethnic and Cultural Studies","Nursing",117,10398,1.5905235511597,0.460912996970543
"819","Ethnic and Cultural Studies","Performing Arts",51,3849,0.588759871938227,1.45387534879381
"820","Ethnic and Cultural Studies","Philosophy and Religious Studies",174,14644,2.24001027920587,1.62853019784083
"821","Ethnic and Cultural Studies","Physical Education",41,4151,0.634955112604723,0.878633307079039
"822","Ethnic and Cultural Studies","Physics and Astronomy",75,7075,1.08222293945517,1.48618009024173
"823","Ethnic and Cultural Studies","Policy Studies",65,5905,0.903254622965765,0.837400778576201
"824","Ethnic and Cultural Studies","Political Science",397,34682,5.30511038673982,2.12696338945895
"825","Ethnic and Cultural Studies","Psychology",348,29513,4.51443754235201,1.04184372614104
"826","Ethnic and Cultural Studies","Social Science",388,34075,5.21226101228763,1.78805247698806
"828","Family Studies","Accounting",581,49555,3.5964435451622,0.963617327358572
"829","Family Studies","Agriculture",696,53040,3.84936667612558,3.48376744963707
"830","Family Studies","Architecture",186,17075,1.2392144795408,1.58852956122624
"832","Family Studies","Biology",837,70733,5.13343237372531,0.955683876500535
"833","Family Studies","Business",2158,193324,14.0304480259295,1.23004843465395
"834","Family Studies","Chemistry",293,24666,1.790129683886,1.1877278770219
"835","Family Studies","Communications",367,33536,2.43386804016869,0.904198231046245
"836","Family Studies","Computer Science",418,40036,2.90560415243898,0.992255041374244
"837","Family Studies","Construction",74,7177,0.520869242732905,3.33759871231249
"839","Family Studies","Criminal Justice",225,21368,1.55077803799871,1.28529824052899
"840","Family Studies","Economics",471,42276,3.06817167420598,1.30552250540924
"841","Family Studies","Education",1260,100981,7.32867451587174,0.526500042841803
"842","Family Studies","Engineering",2442,211087,15.3195939585845,1.58205518686558
"843","Family Studies","English",334,27929,2.02694121224569,0.591362492759587
"844","Family Studies","Environmental Science",312,27907,2.02534456694262,1.87302200361371
"845","Family Studies","Ethnic and Cultural Studies",46,3966,0.287831603271381,0.667515219582007
"846","Family Studies","Family Studies",214,21779,1.58060627525149,1.73709073808839
"847","Family Studies","Finance",352,31593,2.29285522999313,1.21966899397766
"848","Family Studies","Fine Arts",205,18026,1.30823310150527,0.578183435342164
"849","Family Studies","Foreign Languages",97,9392,0.68162239483732,0.712565076427707
"850","Family Studies","General Science",123,12196,0.885122096192073,0.878467003128577
"851","Family Studies","History",463,38949,2.82671535951009,1.16524663260214
"854","Family Studies","Journalism",108,9890,0.717764638515875,0.801960698430144
"856","Family Studies","Liberal Arts",168,14522,1.05393104959833,0.769639186798073
"859","Family Studies","Marketing",303,28371,2.05901926788007,0.995657081840526
"860","Family Studies","Math and Stats",310,25720,1.86662350886029,1.06658763892087
"862","Family Studies","Medical Sciences",336,28807,2.09066187479543,0.617304831225496
"864","Family Studies","Music",84,6623,0.480662811010176,0.615546066026841
"865","Family Studies","Nursing",101,8109,0.588508943753815,0.170542161478128
"867","Family Studies","Philosophy and Religious Studies",297,25608,1.85849513277194,1.35116148143811
"868","Family Studies","Physical Education",179,16714,1.21301498161318,1.67853660989018
"869","Family Studies","Physics and Astronomy",142,11618,0.843173869593269,1.15790208006249
"870","Family Studies","Policy Studies",100,9301,0.675018089265536,0.62580437729631
"871","Family Studies","Political Science",463,38291,2.77896114999104,1.11416131008296
"872","Family Studies","Psychology",523,45968,3.3361177859755,0.769910586426525
"873","Family Studies","Social Science",455,38824,2.8176435111972,0.966585390384431
"874","Family Studies","Transportation",52,4403,0.319546784973245,1.44253566916558
"875","Finance","Accounting",1893,177511,6.16279961935353,1.65123685091313
"876","Finance","Agriculture",202,18809,0.653007971564695,0.590987561007461
"877","Finance","Architecture",173,16957,0.588710520167076,0.754659027620962
"878","Finance","Art History",84,7841,0.27222263305007,1.09873968513342
"879","Finance","Biology",1151,113011,3.92349853126151,0.730432337228968
"880","Finance","Business",3669,355834,12.3537901299246,1.08305578591874
"881","Finance","Chemistry",207,19466,0.67581759660154,0.448396151844856
"882","Finance","Communications",1145,113788,3.9504742978576,1.46762749770907
"883","Finance","Computer Science",810,84516,2.93421350017342,1.00202527046731
"884","Finance","Construction",31,2812,0.0976265838715467,0.625566548560507
"886","Finance","Criminal Justice",335,32618,1.13242671149435,0.938565307624641
"887","Finance","Economics",821,76269,2.64789542151458,1.12669254346256
"888","Finance","Education",3701,349919,12.1484340689003,0.872756523581773
"889","Finance","Engineering",1993,193477,6.71710475381054,0.693675927748112
"890","Finance","English",775,72404,2.51371094546069,0.733378230070433
"891","Finance","Environmental Science",168,13874,0.48167539994091,0.445449354455381
"892","Finance","Ethnic and Cultural Studies",112,10354,0.359468580869842,0.8336498197621
"893","Finance","Family Studies",352,31859,1.10607586613215,1.21558084381678
"894","Finance","Finance",2176,211295,7.33570733966517,3.90218063366628
"895","Finance","Fine Arts",609,61708,2.14236886114702,0.946836127960812
"896","Finance","Foreign Languages",222,21518,0.74705861726456,0.780971793774641
"897","Finance","General Science",207,21403,0.743066064936954,0.73747910033366
"898","Finance","History",470,43773,1.51970428727213,0.626462154321182
"901","Finance","Journalism",313,29386,1.02021863216546,1.13989397330504
"902","Finance","Law",37,3391,0.117728216894884,0.949622908481692
"903","Finance","Liberal Arts",384,37230,1.29254541875451,0.943888435485734
"905","Finance","Linguistics",49,4033,0.140017074236824,0.665268572436582
"906","Finance","Marketing",1635,158096,5.48875263291467,2.65413568059519
"907","Finance","Math and Stats",363,34125,1.18474650590915,0.676963601372628
"909","Finance","Medical Sciences",1040,100198,3.47865876627356,1.02713542738427
"911","Finance","Music",130,12880,0.447165860691864,0.572649288870184
"912","Finance","Nursing",1037,102144,3.54621969522591,1.02764805065304
"913","Finance","Performing Arts",99,9040,0.313849330796153,0.775015011223068
"914","Finance","Philosophy and Religious Studies",176,15951,0.553784366762106,0.402611871595736
"915","Finance","Physical Education",208,20183,0.700710292418004,0.969623534315018
"916","Finance","Physics and Astronomy",82,7692,0.267049673947346,0.366730283171792
"917","Finance","Policy Studies",304,29858,1.03660545563181,0.961028965782165
"918","Finance","Political Science",659,62729,2.17781578224689,0.873145872748715
"919","Finance","Psychology",1340,125882,4.37035193133643,1.00859150402064
"920","Finance","Social Science",697,66935,2.32383904389829,0.797186879181886
"921","Finance","Transportation",43,4307,0.149529764130424,0.675024973190765
"922","Fine Arts","Accounting",1003,95665,2.77168222409065,0.742633779680112
"923","Fine Arts","Agriculture",369,31793,0.921132001782406,0.833646071787672
"924","Fine Arts","Architecture",755,70394,2.03951077700974,2.61441810207607
"925","Fine Arts","Art History",218,17621,0.510529582090642,2.06058987003757
"926","Fine Arts","Biology",1459,133269,3.86117512488722,0.71882956506426
"927","Fine Arts","Business",3615,348045,10.0838356732727,0.884049450110358
"928","Fine Arts","Chemistry",457,40036,1.15995473290851,0.769614994213232
"929","Fine Arts","Communications",1359,131200,3.80123041656502,1.41218235409641
"930","Fine Arts","Computer Science",942,93916,2.72100880946738,0.929216403155657
"931","Fine Arts","Construction",98,10233,0.296478588816386,1.89976023460057
"933","Fine Arts","Criminal Justice",334,31662,0.917336565924403,0.760296520812682
"934","Fine Arts","Economics",925,86504,2.50626246916571,1.06642699478777
"935","Fine Arts","Education",3063,275040,7.96867693423813,0.572478487842958
"936","Fine Arts","Engineering",3429,322454,9.34239293249281,0.964789612736807
"937","Fine Arts","English",1787,156632,4.5380664832882,1.32398625419661
"938","Fine Arts","Environmental Science",447,37865,1.09705479971978,1.01454722734864
"939","Fine Arts","Ethnic and Cultural Studies",224,20224,0.58594576177295,1.35887699387473
"940","Fine Arts","Family Studies",205,18387,0.532722741382477,0.585463846233307
"941","Fine Arts","Finance",609,60964,1.76629734081913,0.939569961927713
"942","Fine Arts","Fine Arts",4554,424210,12.2905484375842,5.43190121426736
"943","Fine Arts","Foreign Languages",381,34848,1.00964388381447,1.05547742272668
"944","Fine Arts","General Science",360,38395,1.11241037990864,1.10404596038248
"945","Fine Arts","History",1025,91083,2.63892888743896,1.08783628024974
"948","Fine Arts","Journalism",426,37861,1.09693890854854,1.22561347630583
"949","Fine Arts","Law",35,4151,0.120266062950925,0.970094197259025
"950","Fine Arts","Liberal Arts",538,51264,1.48526125057004,1.08462040515261
"952","Fine Arts","Linguistics",85,8916,0.25832142068669,1.22737229244013
"953","Fine Arts","Marketing",752,72191,2.09157488568785,1.0113998272724
"954","Fine Arts","Math and Stats",544,48983,1.41917431017229,0.810915024063702
"956","Fine Arts","Medical Sciences",773,72308,2.09496470244652,0.618575367873105
"958","Fine Arts","Music",345,32781,0.949757121077881,1.2162772874998
"959","Fine Arts","Nursing",611,56562,1.6387591068731,0.47489086741379
"960","Fine Arts","Performing Arts",347,34009,0.985335710647559,2.43317400610417
"961","Fine Arts","Philosophy and Religious Studies",532,46231,1.33944118436141,0.973799276220247
"962","Fine Arts","Physical Education",214,21724,0.629404950986726,0.870953232192454
"963","Fine Arts","Physics and Astronomy",286,24980,0.723740364373431,0.993888110845532
"964","Fine Arts","Policy Studies",271,25832,0.748425183846857,0.693859566489945
"965","Fine Arts","Political Science",955,85444,2.47555130878797,0.992515960222973
"966","Fine Arts","Psychology",1503,137926,3.9961014209996,0.922221715277944
"967","Fine Arts","Social Science",1162,101228,2.93285787048814,1.00610925115881
"968","Fine Arts","Transportation",89,9264,0.268403952584286,1.21166083887154
"969","Foreign Languages","Accounting",410,34922,2.40398879579588,0.64411553611829
